BRAND,PRODUCT,PROCESSOR,RAM,HDD,SSD,GRAPHIC_CARD,DISPLAY,OPERATING_SYSTEM,PRICE,IMAGE
Lenovo,Lenovo Essential G50-70 Notebook (4th Gen Ci5/ 4GB/ 1TB/ FreeDOS/ 2GB Graph) (59-443034),Intel Core i5 5th Gen,4GB,1TB,16GB,Intel UHD 620,15.6,Windows 10,52214,https://cdn1.smartprix.com/rx-imcGLJEQ2-w103-h125/lenovo-ideapad-330-8.jpg
Lenovo,Lenovo Essential G50-80 (80E503G1IN) Laptop (5th Gen Ci3/ 8GB/ 500GB/ Win10),Intel Core i3 5th Gen,8GB,1TB,NO,Intel UHD 620,14,DOS,52000,https://cdn1.smartprix.com/rx-i6BdIMJO1-w103-h125/lenovo-v330-81b0a0d0.jpg
Lenovo,Lenovo Ideapad 310 (80TV00Y9IH) Laptop (7th Gen Ci5/ 4GB/ 1TB/ Win10/ 2GB Graph),Intel Core i5 7th Gen,4GB,NO,256GB,2 GB AMD  Graphics Card,14,Windows 10,51999,https://cdn1.smartprix.com/rx-iTlAGwhG6-w103-h125/lenovo-thinkbook-14.jpg
Lenovo,Lenovo G50-80 (80E503CMIH) Notebook (5th Gen Ci5/ 8GB/ 1TB/ FreeDOS/ 2GB Graph),Intel Core i5 5th Gen,8GB,2TB,NO,4 GB NVIDIA Graphics Card,15.6,Windows 10,51999,https://cdn1.smartprix.com/rx-iTLujZG55-w103-h125/lenovo-ideapad-320-8.jpg
Lenovo,Lenovo Ideapad Yoga 510 (80S9002QIH) Laptop (AMD Dual Core A9/ 4GB/ 1TB/ Win10 Home),AMD A9 APU 6th Gen,4GB,1TB,NO,2 GB NVIDIA Graphics Card,15.6,Windows 10,51950,https://cdn1.smartprix.com/rx-iFOGFvb86-w103-h125/lenovo-ideapad-520-8.jpg
Lenovo,Lenovo V145 81MTA000IH Laptop (AMD A6/ 4B/ 1TB/ Win10 Home),AMD APU A6 7th Gen,4GB,1TB,NO,2 GB NVIDIA Graphics Card,15.6,Windows 8,51753,https://cdn1.smartprix.com/rx-iS6v7SzD0-w103-h125/lenovo-ideapad-z500.jpg
Lenovo,Lenovo ThinkPad E530 (3259KCQ) Laptop (3rd Gen Ci5/ 4GB/ 500GB/ Win7 Prof),Intel Core i5 3rd Gen,4GB,1TB,NO,Intel UHD,14,DOS,51491,https://cdn1.smartprix.com/rx-i2KgHwjmP-w103-h125/lenovo-thinkbook-14.jpg
Lenovo,Lenovo Ideapad 330 (81DC00TFIN) Laptop(6th Gen Core i3/ 4GB/ 1TB/ FreeDOS),Intel Core i3 6th Gen,4GB,1TB,NO,4 GB  Graphics Card,15.6,Windows 8,51490,https://cdn1.smartprix.com/rx-ia7vhGnQ5-w103-h125/lenovo-z50-70-notebo.jpg
Lenovo,Lenovo C340 81TK008HIN 2 in 1 Laptop (10th Gen Core i3/ 8GB 512GB SSD/ Win10),Intel Core i3 10th Gen,8GB,500GB,NO,Nvidia GT 640M,15.6,Windows 8,51490,https://cdn1.smartprix.com/rx-i2chQ3E9D-w103-h125/lenovo-e440-20c5a0hu.jpg
Lenovo,Lenovo Ideapad Slim 3i (81WD00JYIN) Laptop (10th Gen Core i3/ 4GB/ 1 TB/ Win10),Intel Core i3 10th Gen,4GB,1TB,NO,3 GB NVIDIA Graphics Card,15.6,Windows 10,51278,https://cdn1.smartprix.com/rx-iCD4BUax0-w103-h125/lenovo-ideapad-l340.jpg
Lenovo,Lenovo G50-80 (80E503C9IH) Notebook (5th Gen Ci3/ 4GB/ 1TB/ Win10),Intel Core i3 5th Gen,4GB,1TB,NO,2 GB AMD Graphics Card,15.6,Windows 10,51000,https://cdn1.smartprix.com/rx-iooBpw1xT-w103-h125/lenovo-ideapad-300-1.jpg
Lenovo,Lenovo V110 (80TL009MIH) Laptop (Pentium Dual Core/ 4GB/ 1TB/ FreeDOS),Intel Pentium 4405U,4GB,500GB,24GB,Intel HD Graphics 4000,13.3,Windows 10,51000,https://cdn1.smartprix.com/rx-ixT0p3dkM-w103-h125/lenovo-ideapad-u310.jpg
Lenovo,Lenovo Ideapad 320 (80XV0109IN) Laptop AMD A6/ 4GB/ 1TB/ Win10),AMD E2-9000,4GB,1TB,NO,4 GB AMD Graphics Card,15.6,Windows 10,51000,https://cdn1.smartprix.com/rx-iik8kMxnm-w103-h125/lenovo-ideapad-500-1.jpg
Lenovo,Lenovo Ideapad 100 80MJ00E8IN Laptop (PQC/ 4GB/ 500GB/ Win8.1),Intel 2.16Ghz,4GB,NO,512GB,Intel Integrated UHD 620,14,Windows 10,50990,https://cdn1.smartprix.com/rx-i0HQbnMnC-w103-h125/lenovo-c340-81tk008h.jpg
Lenovo,Lenovo Ideapad 330 (81DE01B1IN) Laptop (8th Gen Ci5/ 8GB/ 1TB/ Win 10),Intel Core i5 8th Gen,8GB,NO,128GB,AMD Radeon R5,15.6,Windows 10,50966,https://cdn1.smartprix.com/rx-itu0haRJB-w103-h125/lenovo-130-15ast-81h.jpg
Lenovo,Lenovo Ideapad 530 (81EU007VIN) Laptop (8th Gen Ci5/ 8GB/ 512GB SSD/ Win10/ 2GB Graph),Intel Core i5 8th Gen,8GB,NO,512GB,Intel UHD 620,14,Windows 10,50770,https://cdn1.smartprix.com/rx-iDNA6RiLa-w103-h125/lenovo-ideapad-c340.jpg
Lenovo,Lenovo Essential G585 (59-348619) Laptop (AMD E2-1800/2GB/500GB/Windows 8),AMD E2-1800,2GB,500GB,NO,Intel HD Graphics 4000,14,Windows 8,50500,https://cdn1.smartprix.com/rx-i1mXbBWwR-w103-h125/lenovo-thinkpad-edge.jpg
Lenovo,Lenovo Ideapad Flex Series Others Laptop( Celeron Dual Core/2GB/500 GB /Intel HD Graph/Windows 8),Intel Celeron,2GB,500GB,NO,Intel HD Graphics 4000,15.6,Windows 7,50500,https://cdn1.smartprix.com/a/dummy/v1/rx-w103-h125/product.png
Lenovo,Lenovo Ideapad 520 (81BF00KSIN) Laptop (8th Gen Ci5/ 4GB/ 1TB/ Win10),Intel Core i5 8th Gen,4GB,2TB,NO,2 GB NVIDIA Graphics Card,15.6,Windows 10,50490,https://cdn1.smartprix.com/rx-iGeJB21yY-w103-h125/lenovo-ideapad-320-8.jpg
Lenovo,Lenovo Ideapad IP320-15ISK (80XH0214IN) Laptop (6th Gen Ci3/ 4GB/ 1TB/ FreeDOS/ 2GB Graph),Intel Core i3 6006U 6th Gen,4GB,1TB,NO,2 GB NVIDIA Graphics Card,14,Windows 10,50347,https://cdn1.smartprix.com/rx-iay0w3Qbz-w103-h125/lenovo-ideapad-320s.jpg
Lenovo,Lenovo Ideapad Yoga 710 (80V4008BIH) Laptop (7th Gen Ci7/ 8GB/ 256GB SSD/ Win10/ 2GB Graph),Intel Core i7 7th Gen,8GB,500GB,NO,Intel HD Graphics,11.98,Windows 7,50200,https://cdn1.smartprix.com/a/dummy/v1/rx-w103-h125/product.png
Lenovo,Lenovo Ideapad 110 (80TJ00AXIH) Laptop (APU Quad Core A6/ 8GB/ 1TB/ Win10),AMD A6 APU,8GB,1TB,NO,512 MB Intel Graphics Card,14,Windows 10,50111,https://cdn1.smartprix.com/rx-iEQ6cLlFg-w103-h125/lenovo-ideapad-330s.jpg
Lenovo,Lenovo Ideapad Z510 (59-387061) Laptop (4th Gen Ci5/ 4GB/ 1TB/ Win8/ 2GB Graph),Intel Core i5,4GB,1TB,NO,NO,15.6,DOS,50000,https://cdn1.smartprix.com/rx-iGigT5jb4-w103-h125/lenovo-ideapad-330-8.jpg
Lenovo,Lenovo Ideapad 100 15IBY Laptop (PQC/ 4GB/ 1TB/ FreeDOS),Intel Pentium,4GB,1TB,16GB,2 GB AMD Graphics Card,15.6,Windows 10,50000,https://cdn1.smartprix.com/rx-iMPp9wMHA-w103-h125/lenovo-ideapad-330-8.jpg
Lenovo,Lenovo Ideapad 500-15ISK (80NT00L5IN) Notebook (6th Gen Intel Ci5/ 4GB/ 1TB/ Win10/ 4GB Graph),Intel Core i5 6th Gen,4GB,1TB,NO,2 GB  Graphics Card,15.6,Windows 8,50000,https://cdn1.smartprix.com/rx-iD9mFagvo-w103-h125/lenovo-z50-70-notebo.jpg
Lenovo,Lenovo E14 Business Laptop 20RAS0D800 (10th Gen Core i3/ 4GB/ 1TB/ FreeDOS),Intel Core i3 10th Gen,4GB,2TB,NO,2 GB AMD Graphics Card,15.6,DOS,50000,https://cdn1.smartprix.com/rx-ibH8c1vFW-w103-h125/lenovo-ideapad-330-1.jpg
Lenovo,Lenovo V130 81HN010UIH Laptop (8th Gen Core i3/ 4GB/ 1TB/ FreeDOS),Intel Core i3 8th Gen,4GB,500GB,NO,2 GB Intel Graphics Card,14,Windows 8,50000,https://cdn1.smartprix.com/rx-iDTlTM9r7-w103-h125/lenovo-thinkpad-e450.jpg
Lenovo,Lenovo Essential G510 (59-398452) Laptop (4th Gen Ci5/ 4GB/ 500GB/ Win8/ 2GB Graph),Intel Core i5 4th Gen,4GB,1TB,NO,Intel Integrated HD 620,15.6,Windows 10,50000,https://cdn1.smartprix.com/rx-inyQuSBr9-w103-h125/lenovo-ideapad-320e.jpg
Lenovo,Lenovo Legion Y540 (81SX00F0IN) Laptop (9th Gen Core i7/ 16GB/ 1TB 256GB SSD/ Win10/ 6GB Graph),Intel Core i7 9th Gen,16GB,1TB,NO,1 GB NVIDIA Graphics Card,15.6,Windows 8,49990,https://cdn1.smartprix.com/rx-ivzHnPWdG-w103-h125/lenovo-ideapad-z510.jpg
Lenovo,Lenovo Thinkpad X1 Carbon (20KHS0KV00) Laptop (8th Gen Ci7/ 16GB/ 512GB SSD/ Win10),Intel Core i7 8th Gen,16GB,1TB,NO,Intel UHD 620,14,Windows 10,49990,https://cdn1.smartprix.com/rx-iU8FQZ0zX-w103-h125/lenovo-ideapad-330-8.jpg
Lenovo,Lenovo Ideapad S300 (59-340449) Laptop (2nd Gen Ci3/ 2GB/ 500GB/ FreeDOS),Intel Core i3,2GB,500GB,NO,Intel HD Graphics 4400,14,Windows 8,49990,https://cdn1.smartprix.com/rx-iOsze0Jsr-w103-h125/lenovo-thinkpad-t440.jpg
Lenovo,Lenovo Ideapad S145 (81MV008TIN) Laptop (8th Gen Core i3/ 4GB/ 1TB/ Win10),Intel Core i3 8th Gen,4GB,2TB,NO,2 GB AMD Graphics Card,15.6,DOS,49990,https://cdn1.smartprix.com/rx-imUUsYSPk-w103-h125/lenovo-ideapad-320-8.jpg
Lenovo,Lenovo Ideapad 320E (80XL0376IN) Laptop (7th Gen Ci5/ 4GB/ 1TB/ Free DOS/ 2GB Graph),Intel Core i5 7th Gen,4GB,1TB,NO,2 GB Intel Graphics Card,14,Windows 10,49990,https://cdn1.smartprix.com/rx-imQrEGRko-w103-h125/lenovo-ideapad-320s.jpg
Lenovo,Lenovo Ideapad 330S (81F8001GIN) Laptop (AMD A9/ 4GB/ 1TB/ Win10),AMD A9-9425,4GB,2TB,NO,2 GB NVIDIA Graphics Card,15.6,Windows 10,49990,https://cdn1.smartprix.com/rx-i1Arbg6dn-w103-h125/lenovo-ideapad-320-8.jpg
Lenovo,Lenovo Ideapad 320 (80XV00PKIN) Laptop (APU Dual Core A9/ 4GB/ 1TB/ FreeDOS),AMD A9 APU 7th Gen,4GB,1TB,256GB,Intel Integrated UHD,15.6,Windows 10,49990,https://cdn1.smartprix.com/rx-iJFkAI9wp-w103-h125/lenovo-ideapad-s145.jpg
Lenovo,Lenovo Ideapad 320 (80XL0377IN) Laptop (7th Gen Ci5/ 8GB/ 2TB/ FreeDOS/ 2GB Graph),Intel Core i5 7th Gen,8GB,NO,256GB,Intel HD 620,14,Windows 10,49990,https://cdn1.smartprix.com/rx-iEqaFBFBj-w103-h125/lenovo-ideapad-320s.jpg
Lenovo,Lenovo B40-80 Notebook (4th Gen Ci3/ 4GB/ 1TB/ Win8.1) (80LS0015IH),Intel Core i3 4th Gen,4GB,1TB,NO,2 GB  Graphics Card,15.6,Windows 8,49900,https://cdn1.smartprix.com/rx-i46P2KfOy-w103-h125/lenovo-z50-70-59-428.jpg
Lenovo,Lenovo IdeaPad 330 (81DE00UAIN) Laptop (8th Gen Ci3/ 4GB/ 1TB/ Win10 Home),Intel Core i3 8th Gen,4GB,1TB,NO,2 GB NVIDIA Graphics Card,15.6,DOS,49890,https://cdn1.smartprix.com/rx-il22oBL84-w103-h125/lenovo-ideapad-310-8.jpg
Lenovo,Lenovo Ideapad 330-14IKB (81G2004XIN) Laptop (7th Gen Ci3/ 4GB/ 1TB/ Win10),Intel Core i3 7th Gen,4GB,1TB,NO,2 GB NVIDIA Graphics Card,15.6,Windows 10,49795,https://cdn1.smartprix.com/rx-iFr8V2hgV-w103-h125/lenovo-ip-520-80yl00.jpg
Lenovo,Lenovo IP 520 (80YL00R7IN) Laptop (7th Gen Ci5/ 16GB/ 2TB/ Win10/ 4GB Graph),Intel Core i5 7th Gen,16GB,1TB,NO,Intel HD 620,14,Windows 10,49690,https://cdn1.smartprix.com/rx-inC2P3qzh-w103-h125/lenovo-yoga-book-510.jpg
Lenovo,Lenovo Yoga 2 13 (59-442015) Notebook (4th Gen Ci7/ 8GB/ 500GB/ Win8.1/ Touch),Intel Core i7 4th Gen,8GB,1TB,NO,Intel UHD 620,14,DOS,49599,https://cdn1.smartprix.com/rx-iaDwjw5lA-w103-h125/lenovo-thinkpad-e480.jpg
Lenovo,Lenovo Ideapad Z510 (59-405848) Notebook (4th Gen Ci5/ 4GB/ 1TB 8GB SSD/ Win8.1/ 1GB Graph),Intel Core i5,4GB,1TB,NO,2 GB  Graphics Card,15.6,Windows 8,49590,https://cdn1.smartprix.com/rx-io3KGYY1e-w103-h125/lenovo-z50-70-notebo.jpg
Lenovo,Lenovo Ideapad Yoga 310 (80U2002QIH) Laptop (Pentium Quad Core/ 4GB/ 1TB/ Win10),Intel Pentium N4200,4GB,500GB,NO,2 GB  Graphics Card,14,Windows 8,49500,https://cdn1.smartprix.com/rx-iaIUUc4a0-w103-h125/lenovo-flex-2-14-not.jpg
Lenovo,Lenovo Ideapad 320 (80XG008LIN) Laptop (6th Gen Ci3/ 4GB/ 1TB/ Win10),Intel Core i3 6th Gen,4GB,1TB,NO,2 GB NVIDIA Graphics Card,15.6,Windows 10,49490,https://cdn1.smartprix.com/rx-i07OB4qsD-w103-h125/lenovo-ideapad-310-8.jpg
Lenovo,Lenovo Ideapad 330 (81DE01REIN) Laptop (8th Gen Core i5/ 4GB/ 1TB/ Win10),Intel Core i5 8th Gen,4GB,1TB,NO,4 GB AMD Graphics Card,15.6,DOS,49490,https://cdn1.smartprix.com/rx-ifIPnlCLM-w103-h125/lenovo-ideapad-330-1.jpg
Lenovo,Lenovo IdeaPad 320 (80XV00LPIN) Laptop (AMD A6/ 4GB/ 1TB/ FreeDOS),APUDual Core A6,4GB,1TB,NO,2 GB NVIDIA Graphics Card,15.6,Windows 8,49399,https://cdn1.smartprix.com/rx-ibY1HGXAy-w103-h125/lenovo-ideapad-z510.jpg
Lenovo,Lenovo Ideapad U410 (59-342788) Ultrabook (3rd Gen Ci7/ 4GB/ 500GB 24GB SSD/ Win7 HB/ 1GB Graph),Intel Core i7 3rd Gen,4GB,NO,512GB,Intel Integrated UHD,14,Windows 10,49021,https://cdn1.smartprix.com/rx-ilLVX6lEh-w103-h125/lenovo-ideapad-flex.jpg
Lenovo,Lenovo Essential G580 (59-349281) Laptop (2nd Gen Ci3/ 4GB/ 320GB/ Win7 HB/ 1GB Graph),Intel Core i3 2nd Gen,4GB,500GB,NO,Intel HD Graphics,14,DOS,49000,https://cdn1.smartprix.com/rx-iwLCIZbFB-w103-h125/lenovo-thinkpad-l-se.jpg
Lenovo,Lenovo ThinkPad L390 Yoga Laptop (8th Gen Ci7/ 16GB 512GB SSD/ Win10 Pro),Intel Core i7 8th Gen,16GB,1TB,NO,Intel UHD 620,14,Windows 10,48990,https://cdn1.smartprix.com/rx-iyNutM9Ad-w103-h125/lenovo-yoga-book-520.jpg
Lenovo,Lenovo Ideapad 330S (81F500GKIN) Laptop (8th Gen Ci3/ 4GB/ 1TB/ Win10/ 2GB Graph),Intel Core i3 8130U 8th Gen,4GB,1TB,NO,2 GB NVIDIA Graphics Card,15.6,Windows 10,48990,https://cdn1.smartprix.com/rx-iimxRxYyg-w103-h125/lenovo-ideapad-330-8.jpg
Lenovo,Lenovo V110-15ISK (80TL009UIH) Laptop (6th Gen Ci5/ 4GB/ 1TB/ FreeDOS),Intel Core i5 Atom 6th Gen,4GB,1TB,NO,2 GB NVIDIA Graphics Card,15.6,Windows 10,48990,https://cdn1.smartprix.com/rx-i46p2BowG-w103-h125/lenovo-ideapad-s145.jpg
Lenovo,Lenovo Ideapad S145 81VD008PIN Laptop (8th Gen Core i3/ 4GB/ 1TB/ FreeDOS),Intel Core i3 8th Gen,4GB,1TB,NO,2 GB NVIDIA Graphics Card,15.6,Windows 10,48990,https://cdn1.smartprix.com/rx-iXYjNENDf-w103-h125/lenovo-ideapad-510-8.jpg
Lenovo,Lenovo Thinkpad E450 (20DC0052IG) Laptop (4th Gen Ci3/ 4GB/ 500GB/ Win8.1),Intel 4th Gen Core i3,4GB,1TB,NO,Intel Integrated UHD,15.6,Windows 10,48990,https://cdn1.smartprix.com/rx-iE2bB4XYt-w103-h125/lenovo-ideapad-3-15i.webp
Lenovo,Lenovo Thinkpad E14 20RAS0T200 Laptop (10th Gen Core i5/ 8GB/ 500GB/ Windows 10),Intel Core i5 10th Gen,8GB,1TB,NO,Intel UHD 620,14,Windows 10,48990,https://cdn1.smartprix.com/rx-iTEKrCs0N-w103-h125/lenovo-ideapad-330-8.jpg
Lenovo,Lenovo Ideapad 3 15ADA05 81W10052IN Laptop (Ryzen 3-3250U/ 4GB/ 1TB HDD/ Win10 Home),AMD Ryzen 3,4GB,500GB,NO,2 GB NVIDIA Graphics Card,14,Windows 8,48804,https://cdn1.smartprix.com/rx-iQq6uEcUD-w103-h125/lenovo-flex-2-14-not.jpg
Lenovo,Lenovo Thinkpad T470 (20HES44L00) Laptop (7th Gen Ci5/ 8GB/ 512GB SSD/ Win10 Pro),Intel Core i5 7th Gen,8GB,NO,128GB,Intel UHD 620,14,Windows 10,48780,https://cdn1.smartprix.com/rx-iK4LdCOCp-w103-h125/lenovo-yoga-book-530.jpg
Lenovo,Lenovo V130 (81HQ00ETIH) Laptop (7th Gen Ci5/ 4GB/ 1TB/ FreeDOS),Intel Core i5 7th Gen,4GB,1TB,NO,2 GB NVIDIA Graphics Card,14,Windows 10,48699,https://cdn1.smartprix.com/rx-iSGvh8mFv-w103-h125/lenovo-yoga-520-80x8.jpg
Lenovo,Lenovo Ideapad 120S-11IAP (81A400GPIN) Laptop (Celeron Dual Core/ 4GB/ 1TB/ Win10),Intel Celeron N3350,4GB,1TB,NO,2 GB NVIDIA Graphics Card,15.6,Windows 10,48660,https://cdn1.smartprix.com/rx-iyCMdaZeg-w103-h125/lenovo-ideapad-3-15i.jpg
Lenovo,Lenovo B40-70 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Free DOS/ 2GB Graph) (59-440450),Intel Core i3 4th Gen,4GB,1TB,NO,Intel HD Graphics 620,14,Windows 10,48590,https://cdn1.smartprix.com/rx-i1OzW6rw4-w103-h125/lenovo-thinkpad-e470.jpg
Lenovo,Lenovo Ideapad 320E (80XL03FYIN) Laptop (7th Gen Ci5/ 4GB/ 1TB/ Win10),Intel Core i5 7th Gen,4GB,1TB,NO,4 GB NVIDIA Graphics Card,15.6,Windows 10,48494,https://cdn1.smartprix.com/rx-iZrO1JTQ8-w103-h125/lenovo-legion-y530-8.jpg
Lenovo,Lenovo IdeaPad 530 (81EU007UIN) Laptop (8th Gen Ci5/ 8GB/ 512GB SSD/ Win10 Home/ 2GB Graph),Intel Core i5 8250U 8th Gen,8GB,NO,512GB,Intel UHD 620,15.6,Windows 10,48299,https://cdn1.smartprix.com/rx-iCeZUjlJX-w103-h125/lenovo-ideapad-c340.jpg
Lenovo,Lenovo ThinkPad P52s (20LCS0QM00) Laptop (8th Gen Ci7/ 16GB/ 1TB/ Win10 Pro/ 2GB Graph),Intel Core i7 8th Gen,16GB,1TB,NO,1 GB NVIDIA Graphics Card,15.6,Windows 8,48240,https://cdn1.smartprix.com/rx-iIkzVmysW-w103-h125/lenovo-ideapad-z500.jpg
Lenovo,Lenovo ThinkBook 14 (20SL005TIH) Laptop (10th Gen Core i3/ 4GB/ 1TB/ Win10),Intel Core i3 10th Gen,4GB,2TB,NO,2 GB AMD Graphics Card,15.6,Windows 10,48222,https://cdn1.smartprix.com/rx-iwrYFbxXB-w103-h125/lenovo-ideapad-330-8.jpg
Lenovo,Lenovo Ideapad 330 (81DE0128IN) Laptop (7th Gen Core i3/ 4GB/ 1TB/ FreeDOS/ 2GB Graph),Intel Core i3 7th Gen,4GB,1TB,24GB,1 GB NVIDIA Graphics Card,15.6,Windows 10,48200,https://cdn1.smartprix.com/rx-ib24pPHcr-w103-h125/lenovo-ideapad-u510.jpg
Lenovo,Lenovo G50-30 Laptop (80G0003-GIN) (1st Gen Pentium Quad Core/4GB /1TB/ Win8.1),Intel 1st Gen Pentium,4GB,1TB,NO,2 GB AMD Graphics Card,14,Windows 10,48159,https://cdn1.smartprix.com/rx-iyUcWIedO-w103-h125/lenovo-ideapad-510s.jpg
Lenovo,Lenovo G50-45 Laptop (80E3004EIN) (AMD APU A6/ 8GB/ 500GB/ Win8.1/ 2GB Graph),AMD,8GB,1TB,NO,Intel UHD 620,14,DOS,48000,https://cdn1.smartprix.com/rx-i48vzNerl-w103-h125/lenovo-v330-81b0s000.jpg
Lenovo,Lenovo Ideapad 110 (80TJ00D9IH) Laptop (AMD APU A8/ 4GB/ 1TB/ Win10),AMD A8-7410,4GB,500GB,NO,2 GB  Graphics Card,14,Windows 8,47999,https://cdn1.smartprix.com/rx-iaHy1Uc37-w103-h125/lenovo-flex-2-14-59.jpg
Lenovo,Lenovo Yangtian V110 Laptop (Intel Celeron N3350 /4GB/ 500GB/ Win10),Intel Celeron,4GB,500GB,NO,Intel HD Graphics 4600,14.1,Windows 8,47999,https://cdn1.smartprix.com/rx-iLKbzZ9qe-w103-h125/lenovo-thinkpad-t440.jpg
Lenovo,Lenovo Ideapad Flex 2-14 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Win8.1/ Touch),Intel Core i3 4th Gen,4GB,1TB,NO,Intel Integrated UHD 620,14,Windows 10,47998,https://cdn1.smartprix.com/rx-icmDbkjRr-w103-h125/lenovo-yoga-520-81c8.jpg
Lenovo,Lenovo Ideapad 320S (80X400CLIN) Laptop (7th Gen Ci3/ 4GB/ 1TB/ Win10),Intel Core i3 7th Gen,4GB,1TB,NO,2 GB  Graphics Card,15.6,Windows 10,47990,https://cdn1.smartprix.com/rx-iaPyYn2A5-w103-h125/lenovo-ideapad-330-8.jpg
Lenovo,Lenovo Ideapad 100 (80QQ01BBIH) Laptop (5th Gen Ci5/ 4GB/ 1TB/ Win10/ 2GB Graph),Intel Core i5 5th Gen,4GB,1TB,NO,2 GB AMD Graphics Card,14,Windows 10,47990,https://cdn1.smartprix.com/rx-iPxmS4Dbo-w103-h125/lenovo-ideapad-500-8.jpg
Lenovo,Lenovo Essential G50-70 Notebook (4th Gen Ci5/ 4GB/ 1TB/ FreeDOS/ 2GB Graph),Intel Core i5,4GB,1TB,NO,2 GB AMD Graphics Card,14,Windows 10,47990,https://cdn1.smartprix.com/rx-iUkjhZGG6-w103-h125/lenovo-ideapad-510s.jpg
Lenovo,Lenovo ThinkPad E480 (20KNS0DF00) Laptop (7th Gen Ci3/ 4GB/ 1TB/ Win10 Pro),Intel Core i3 7th Gen,4GB,1TB,NO,2 GB AMD Graphics Card,15.6,Windows 10,47990,https://cdn1.smartprix.com/rx-icG9UAm6I-w103-h125/lenovo-ideapad-330-8.jpg
Lenovo,Lenovo Ideapad 330 (81DC00BVIN) Laptop (7th Gen Ci3/ 4GB/ 1TB/ Win10),Intel Core i3 7th Gen,4GB,1TB,NO,2 GB NVIDIA Graphics Card,15.6,Windows 10,47990,https://cdn1.smartprix.com/rx-iEhTbyz06-w103-h125/lenovo-ideapad-130-8.jpg
Lenovo,Lenovo Ideapad 130 81H6006VIN Laptop (7th Gen Core i3/ 4GB/ 1TB/ Win10),Intel Core i3 7th Gen,4GB,1TB,NO,2 GB NVIDIA Graphics Card,14,Windows 10,47990,https://cdn1.smartprix.com/rx-iVFWxXFty-w103-h125/lenovo-yoga-520-80x8.jpg
Lenovo,Lenovo G40-30 (80FY00JCIN) Laptop (4th Gen PQC/ 4GB/ 500GB/ Win8.1),Intel Pentium N3540,4GB,500GB,NO,Intel HD Graphics 4600,14,Windows 8,47990,https://cdn1.smartprix.com/rx-iwRKV8BKW-w103-h125/lenovo-thinkpad-l440.jpg
Lenovo,Lenovo Ideapad S145 81MV00M3IN Laptop (Pentium Gold/ 4GB/ 1TB/ Win10 Home),Intel Pentium Gold 5th Gen,4GB,750GB,NO,2 GB NVIDIA Graphics Card,15.6,DOS,47988,https://cdn1.smartprix.com/rx-iDoNXHmPD-w103-h125/lenovo-ideapad-z570.jpg
Lenovo,Lenovo IdeaPad 330 (81DE011SIN) Laptop (8th Gen Ci5/ 4GB/ 1TB/ Win10 Home/ 2GB Graph),Intel Core i5 8th Gen,4GB,1TB,NO,4 GB AMD Graphics Card,15.6,Windows 10,47940,https://cdn1.smartprix.com/rx-iPcv5pyIV-w103-h125/lenovo-ideapad-330-8.jpg
Lenovo,Lenovo IdeaPad S145 (81MV0163IN) Laptop (8th Gen Core i5/ 8GB/ 1TB/ Win10),Intel Core i5 8th Gen,8GB,1TB,NO,4 GB NVIDIA Graphics Card,15.6,Windows 10,47890,https://cdn1.smartprix.com/rx-iFnxROzZ2-w103-h125/lenovo-ideapad-330-1.jpg
Lenovo,Lenovo Ideapad 330S (81F40196IN) Laptop (8th Gen Core i3/ 4GB/ 1TB/ Win10),Intel Core i3 8th Gen,4GB,1TB,NO,2 GB NVIDIA Graphics Card,15.6,Windows 8,47810,https://cdn1.smartprix.com/rx-i8ApWeKAT-w103-h125/lenovo-ideapad-z-ser.jpg
Lenovo,Lenovo Ideapad 130 81H5003FIN Laptop (APU Dual Core E2/ 4GB/ 1TB/ Win10 Home),AMD APU E2,4GB,1TB,NO,2 GB NVIDIA Graphics Card,15.6,Windows 10,47500,https://cdn1.smartprix.com/rx-iXTAuiuvF-w103-h125/lenovo-ideapad-80xl0.jpg
Lenovo,Lenovo Ideapad 320 (80XL0375IN) Laptop (7th Gen Ci5/ 8GB/ 1TB/ Free DOS/ 2GB Graph),Intel Core i5 7th Gen,8GB,1TB,NO,Intel HD,14,Windows 10,47499,https://cdn1.smartprix.com/rx-iAkxHU98q-w103-h125/lenovo-ideapad-yoga.jpg
Lenovo,Lenovo Ideapad 330 (81DE00F4IN) Laptop (7th Gen Ci3/ 4GB/ 1TB/ FreeDOS),Intel Core i3 7th Gen,4GB,2TB,NO,2 GB NVIDIA Graphics Card,15.6,Windows 10,47498,https://cdn1.smartprix.com/rx-idGMOAr5E-w103-h125/lenovo-ideapad-320e.jpg
Lenovo,Lenovo Ideapad Ultraslim S510p (59-411377) Laptop (4th Gen Intel Core i5/4GB/500GB/2 GB Graph/Win8.1),Intel Core i5 4th Gen,4GB,500GB,NO,Intel Integrated UHD,14,Windows 10,47492,https://cdn1.smartprix.com/rx-ikRL14vp6-w103-h125/lenovo-thinkpad-e14.jpg
Lenovo,Lenovo Ideapad 320E (80XL0379IN) Laptop (7th Ci5 / 8GB/ 2TB/ Win10/ 2GB Graph),Intel Core i5 7th Gen,8GB,500GB,NO,Intel HD 620,14,Windows 10,47490,https://cdn1.smartprix.com/rx-iqow1pAj3-w103-h125/lenovo-yoga-book-510.jpg
